posting_id,segment_index,segment,topic
P014,1,"Specialising in strategic buy/sell-side and ongoing advisory services, the company facilitates institutional investment in a diverse range of credit products, both public and private.",32
P014,2,"The firm's entrepreneurial spirit, coupled with a highly technical structured finance team, has fuelled its rapid growth and success.??",32
P014,3,Role overview: This company is on the lookout for a talented individual to join its fast-growing and highly technical structured finance team.,32
P014,4,"As a Structured Finance Analyst, the successful candidate will play a key role in conducting qualitative and quantitative analyses for various illiquid investment mandates and products, ranging from trade receivables to mortgage transactions.",27
P014,5,"Interaction with diverse clients, execution of processes/deals, and portfolio analysis will be integral components of this role.A spotlight on the team and culture: Join a team that embodies an entrepreneurial and collaborative spirit.",42
P014,6,"The structured finance team at this company is highly technical and fast-paced, offering an environment where individuals can thrive and contribute to the firm's innovative solutions in the fixed income marketplace.?",32
P014,7,"The ideal candidate:* 1-3 years of experience in an investment bank, rating agency, buy-side, or debt advisory firm* Strong academic background with at least a 2:1 degree from a leading university* Analytical mindset with advanced quantitative skills* Proficiency in Excel, PowerPoint, and Word* Working knowledge of building financial models in Excel is a strong plus* CFA qualifications will be viewed",10
P014,8,"favourably but are not essential* Knowledge of Python (Pandas) for data analysis is advantageous, though not essential??",33
P014,9,"Bonus points for:* Demonstrated experience in asset management of client portfolios* Excellent communication skills for client interactions and team presentationsBenefits:* Annual discretionary performance-based bonus (as a % of salary)* Comprehensive health care plan, life assurance, pension contributions, cycle to work scheme* 23 days holiday per annum, accruing 1 additional day per year (max of 30)* 5 'work from anywhere' days",5
P014,10,"per annum, accruing 2 additional days per year (max of 30)* Hybrid working - 4 days in the office per week, with 1 remote day (Fridays) (Christmas period fully remote)",38
P015,0,"Data Analyst required with background in financial services - banking, wealth management, asset management or investment experience.",27
P015,1,The well establish company offers permanent staff excellent benefits and 10% pension contribution.,5
P015,2,The ideal candidate will have at least 3 years' experience in financial services as well as the below essential skills or experience:,36
P015,3,Analytical and problem-solving skills,6
P015,4,Experience applying statistics to data problems,23
P015,5,Experience examining and optimising data quality,22
P015,6,Demonstrable experience with large data sets,23
P015,7,Experience with change and integration projects,93
P015,8,Excellent communication and presentation skills.,4
P015,9,To be considered for the role a candidate will also need:,45
P015,10,Experience with Agile Projects,13
P015,11,Knowledge of Python and R,33
P015,12,Back-end experience with Power BI,8
P015,13,Experience with Snowflake and Alteryx,8
P015,14,Some Hybrid working is available,3
P016,0,"Please note this role will close at 00:01 on 27/1, so we advise getting your application in no later than midnight on 26/1.",35
P016,1,Ofcom is the regulator for the communications services that we use and rely on each day.,0
P016,2,"We make sure people get the best from their broadband, home phone and mobile services, as well as keeping an eye on TV and radio.",62
P016,3,"We also oversee the universal postal service, look after the airwaves used by wireless devices, and help to make sure people don’t get scammed and are protected from bad practices.",15
P016,4,"We have recently taken on the regulation of video-sharing platforms, and we are preparing for a role in protecting people from online harms. Protecting consumers is at the heart of what we do.",62
P016,5,Our culture is clear - we live by our values: Empowerment;,0
P016,6,The behaviours which support these values set the path for a fully inclusive and innovative culture at Ofcom.,0
P016,7,"We focus not only on what we do, but how we do it.",0
P016,8,We pride ourselves on being an organisation of people who genuinely care about helping others.,0
P016,9,Excellence; Collaboration; Agility and Respect.,40
P016,10,"The Data Innovation Hub works with colleagues across the whole organization to improve Ofcom’s capability to process, analyse and extract insights from data. This includes developing capabilities in various aspects of machine and deep learning as Ofcom prepares for and then takes on new duties as the UK’s regulator for Online Safety.",1
P016,11,Purpose of the Role,19
P016,12,As a data scientist the successful candidate will work within the Data Innovation Hub to help deliver a program of work that will develop and share fundamental understanding of the algorithms that underpin online services to help meet Ofcom's Online Safety objectives.,1
P016,13,"The successful candidate will use their knowledge of Machine Learning and Deep Learning techniques to develop pilot projects in the areas of content moderation and/or recommender systems, including underlying work in Natural language understanding or video/image processing.",71
P016,14,This will contribute to work throughout the Online Safety program including transparency reports and platform monitoring.,97
P016,15,Requirements of the Role,19
